source_dataset,source_track_id,title,artist,album,composer,duration,year,audio_path,license_title,license_url,source_url,license_type,license_code,copyright_status,attribution_required,commercial_use_allowed,modification_allowed,monetization_allowed,recording_public_domain
FMA,00_0507,28 Chasing 1988 Instrumental     {Adele &amp; 6th Sense}.mp3,6th Sense,It's A 6th Sense Beat Yo!!,,,2009,fma/00_0507.mp3,CC-BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/6th_Sense/Its_A_6th_Sense_Beat_Yo/28_Chasing_1988_Instrumental_____Adele_amp_6th_Sensemp3,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
FMA,07_0006,Behemothian Rhapsody,Cullah,All The Cullahs Of The Rainbow,,,2013,fma/07_0006.mp3,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,http://freemusicarchive.org/music/MC_Cullah/All_The_Cullahs_Of_The_Rainbow/14_-_Behemothian_Rhapsody,CC_BY_SA,by-sa,PROTECTED,True,True,True,True,False
FMA,02_0456,look ma no hands,File Under Toner,"This Is The End, Beautiful Friend",,,2010,fma/02_0456.mp3,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,http://freemusicarchive.org/music/File_Under_Toner/This_Is_The_End_Beautiful_Friend/hr061_C06_look_ma_no_hands,CC0,cc0,PUBLIC_DOMAIN,False,True,True,True,True
FMA,04_0125,The Show Starts (Scratches By DJ Bobby Bob),K. Sparks,Diagnosis: Success,,,2011,fma/04_0125.mp3,CC-BY-ND 3.0,https://creativecommons.org/licenses/by-nd/3.0/,http://freemusicarchive.org/music/K_Sparks/Diagnosis_Success/01_The_Show_Starts_Scratches_By_DJ_Bobby_Bob,CC_BY_ND,by-nd,PROTECTED,True,True,False,True,False
FMA,00_0057,02,Infinite Body,White Hymn,,,2008,fma/00_0057.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Infinite_Body/White_Hymn/02,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,04_0238,Maria Palo,Sexteto Tabalá de Palenque,"Live at WFMU on Transpacific Sound Paradise August 6th, 2011",,,2011,fma/04_0238.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/Sexteto_Tabal_de_Palenque/Live_at_WFMU_on_Transpacific_Sound_Paradise_August_6th_2011/Sexteto_Tabala_-_07_-_Maria_Palo,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,06_0244,Nakturnal,Kellee Maize,Owl Time,,,2013,fma/06_0244.mp3,CC-BY 3.0,https://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/Kellee_Maize/Owl_Time/06__Kellee_Maize__Nakturnal__Owl_Time__FROSTWIRECOM_FROSTCLICKCOM__CREATIVE_COMMONS_1465,CC_BY,by,PROTECTED,True,True,True,True,False
FMA,05_0301,Broken Eights,Aranos,"A Fifty Gallon Drum of Savage Customs, Fresh Flesh and Random Pop",,,2012,fma/05_0301.mp3,CC-BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,http://freemusicarchive.org/music/Aranos/A_Fifty_Gallon_Drum_of_Savage_Customs_Fresh_Flesh_and_Random_Pop/Broken_Eights,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
FMA,05_0071,Heartbreaker,Jahzzar,Wake Up,,,2012,fma/05_0071.mp3,CC-BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,http://freemusicarchive.org/music/Jahzzar/Wake_Up_Excerpt/Heartbreaker_1765,CC_BY_SA,by-sa,PROTECTED,True,True,True,True,False
FMA,02_0438,high fidelity,File Under Toner,"This Is The End, Beautiful Friend",,,2010,fma/02_0438.mp3,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,http://freemusicarchive.org/music/File_Under_Toner/This_Is_The_End_Beautiful_Friend/hr061_A09_high_fidelity,CC0,cc0,PUBLIC_DOMAIN,False,True,True,True,True
FMA,01_0390,Restless,Just Plain Ant,netBloc Vol. 25: From Darkness Cometh The Light,,,2009,fma/01_0390.mp3,CC-BY-ND 3.0,https://creativecommons.org/licenses/by-nd/3.0/,http://freemusicarchive.org/music/Just_Plain_Ant/netBloc_Volume_25_From_Darkness_Cometh_The_Light/05_-_Just_Plain_Ant_-_Restless_1147,CC_BY_ND,by-nd,PROTECTED,True,True,False,True,False
FMA,06_0370,Nuvem Mágica,Stray,Coraçãozinho de Satã,,,2013,fma/06_0370.mp3,CC-BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,http://freemusicarchive.org/music/Stray/Coraozinho_de_Sat/Stray_-_Coraozinho_de_Sat_-_03_Nuvem_Mgica,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,03_0428,Love Is,Suhov,netBloc Vol. 33: You can get with this...,,,2011,fma/03_0428.mp3,CC-BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,http://freemusicarchive.org/music/Suhov/netBloc_Vol_33_You_can_get_with_this/04_-_Suhov_-_Love_Is,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,06_0049,Watch Your Dubstep Version 2,Decktonic,Stars,,,2012,fma/06_0049.mp3,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,http://freemusicarchive.org/music/Decktonic/Stars/Decktonic_-_Stars_-_06_Watch_Your_Dubstep_Version_2,CC_BY,by,PROTECTED,True,True,True,True,False
FMA,05_0214,Illumination (feat. Emmalyne Braswell),Action Davis,Beats EP,,,2012,fma/05_0214.mp3,CC-BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Action_Davis/Beats_EP/Action_Davis_-_Beats_EP_-_09_Illumination_feat_Emmalyne_Braswell,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
FMA,02_0422,She Moved Through the Fair,Sláinte,Cup of Tea,,,2010,fma/02_0422.mp3,CC-BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,http://freemusicarchive.org/music/Slinte/Cup_of_Tea/slainte_-_10_-_she_moved_through_the_fair,CC_BY_SA,by-sa,PROTECTED,True,True,True,True,False
FMA,02_0440,sex machine,File Under Toner,"This Is The End, Beautiful Friend",,,2010,fma/02_0440.mp3,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,http://freemusicarchive.org/music/File_Under_Toner/This_Is_The_End_Beautiful_Friend/hr061_A12_sex_machine,CC0,cc0,PUBLIC_DOMAIN,False,True,True,True,True
FMA,01_0316,God Damn,Sleaze,netBloc Vol. 24: tiuqottigeloot,,,2009,fma/01_0316.mp3,CC-BY-ND 3.0,https://creativecommons.org/licenses/by-nd/3.0/,http://freemusicarchive.org/music/Sleaze/netBloc_Vol_24_tiuqottigeloot/God_Damn,CC_BY_ND,by-nd,PROTECTED,True,True,False,True,False
FMA,01_0326,Hot Boxing The Cockpit,Shlohmo,Shlomoshun,,,2009,fma/01_0326.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Shlohmo/Shlomoshun/Hot_Boxing_The_Cockpit,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,01_0364,"Japanese Robot Likes Sushi, Fears President",Peter Fuhry,Spring,,,2009,fma/01_0364.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/Peter_Fuhry/Spring/Japanese_Robot_Likes_Sushi_Fears_President,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,04_0517,Week Four,Ben von Wildenhaus,"Instrumental Quaalude, vol. 1",,,2012,fma/04_0517.mp3,CC-BY 3.0,https://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/BenWildenhaus/Instrumental_Quaalude_vol_1/03_Week_Four,CC_BY,by,PROTECTED,True,True,True,True,False
FMA,02_0066,Deep Performance,Gradient,Seashore,,,2010,fma/02_0066.mp3,CC-BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Gradient/Seashore/thn113-320-02-gradient_-_deep_perfomance,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
FMA,04_0524,DillA Remix,Alaclair Ensemble,This Is America,,,2012,fma/04_0524.mp3,CC-BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,http://freemusicarchive.org/music/Alaclair_Ensemble/This_Is_America/Alaclair_Ensemble_-_AMERICA_-_16_DillA_Remix,CC_BY_SA,by-sa,PROTECTED,True,True,True,True,False
FMA,02_0441,justified,File Under Toner,"This Is The End, Beautiful Friend",,,2010,fma/02_0441.mp3,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,http://freemusicarchive.org/music/File_Under_Toner/This_Is_The_End_Beautiful_Friend/hr061_B01_justified,CC0,cc0,PUBLIC_DOMAIN,False,True,True,True,True
FMA,07_0344,Bird,Rod Hamilton,Teal,,,2013,fma/07_0344.mp3,CC-BY-ND 3.0,https://creativecommons.org/licenses/by-nd/3.0/,http://freemusicarchive.org/music/Rod_Hamilton/Teal/Rod_Hamilton_-_Teal_-_07_Bird,CC_BY_ND,by-nd,PROTECTED,True,True,False,True,False
FMA,01_0211,Introduction and Windmills,Ergo Phizmiz,Earballet - Don Quixote,,,2009,fma/01_0211.mp3,CC-BY-NC-SA 2.0,https://creativecommons.org/licenses/by-nc-sa/2.0/,http://freemusicarchive.org/music/Ergo_Phizmiz/Earballet_-_Don_Quixote/Introduction_and_Windmills,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,07_0089,All At Once,Orange Peels,"Live on WFMU's Three Chord Monte with Joe Belock - June 4, 2013",,,2013,fma/07_0089.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/Orange_Peels/Live_on_WFMUs_Three_Chord_Monte_with_Joe_Belock_-_June_4_2013/Orange_Peels_-_04_-_All_At_Once,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,06_0045,B@$$ J▲|\/|,Decktonic,Stars,,,2012,fma/06_0045.mp3,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,http://freemusicarchive.org/music/Decktonic/Stars/Decktonic_-_Stars_-_02_B_J-,CC_BY,by,PROTECTED,True,True,True,True,False
FMA,05_0383,Luminous,Broke For Free,Leaf,,,2012,fma/05_0383.mp3,CC-BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Broke_For_Free/Leaf/Broke_For_Free_-_Leaf_-_05_Luminous,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
FMA,03_0177,gunfight at natural history museum,Myo,Mnemonic Fragmentation,,,2011,fma/03_0177.mp3,CC-BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,http://freemusicarchive.org/music/Myo/Mnemonic_Fragmentation/gunfight_at_natural_history_museum,CC_BY_SA,by-sa,PROTECTED,True,True,True,True,False
FMA,02_0437,magic,File Under Toner,"This Is The End, Beautiful Friend",,,2010,fma/02_0437.mp3,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,http://freemusicarchive.org/music/File_Under_Toner/This_Is_The_End_Beautiful_Friend/hr061_A08_magic,CC0,cc0,PUBLIC_DOMAIN,False,True,True,True,True
FMA,02_0236,Crown City Rockers - No Sense (Remix),Katrah-Quey,Hearing The Earthtones After,,,2010,fma/02_0236.mp3,CC-BY-ND 3.0,https://creativecommons.org/licenses/by-nd/3.0/,http://freemusicarchive.org/music/Katrah-Quey/Hearing_The_Earthtones_After/02_Crown_City_Rockers_-_No_Sense_Katrah-Quey_Remix,CC_BY_ND,by-nd,PROTECTED,True,True,False,True,False
FMA,01_0104,Methylchloroisothiazolinone,Josh Woodward,netBloc Vol. 08: I Copyleft!,,,2009,fma/01_0104.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Josh_Woodward/netBloc_Vol_08_I_Copyleft/Methylchloroisothiazolinone,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,01_0437,Sr. Balaban,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,,,2010,fma/01_0437.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/Cuban_Cowboys/Live_at_WFMU_on_Transpacific_Sound_Paradise_1710/Cuban_Cowboys_-_08_-_Sr_Balaban,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,01_0018,comedi humaine,WatFatMan,COMEDIE HUMAINE,,,2009,fma/01_0018.mp3,CC-BY 3.0,https://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/WatFatMan/COMEDIE_HUMAINE/comedi_humaine,CC_BY,by,PROTECTED,True,True,True,True,False
FMA,07_0245,Yukiai,Kakurenbo,Yukiai No Sora,,,2013,fma/07_0245.mp3,CC-BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Kakurenbo/Yukiai_No_Sora/1Yukiai,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
FMA,02_0425,Fanny Power,Sláinte,Cup of Tea,,,2010,fma/02_0425.mp3,CC-BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,http://freemusicarchive.org/music/Slinte/Cup_of_Tea/slainte_-_13_-_fanny_power,CC_BY_SA,by-sa,PROTECTED,True,True,True,True,False
FMA,01_0383,danse macabre,Katapulto,Purity and Danger,,,2009,fma/01_0383.mp3,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/3danse_macabre,CC0,cc0,PUBLIC_DOMAIN,False,True,True,True,True
FMA,06_0193,Yeah,Mizuki's Last Chance,Tactical Assault,,,2012,fma/06_0193.mp3,CC-BY-ND 2.0,https://creativecommons.org/licenses/by-nd/2.0/,http://freemusicarchive.org/music/Mizukis_Last_Chance/Tactical_Assault/Yeah_1978,CC_BY_ND,by-nd,PROTECTED,True,True,False,True,False
FMA,00_0335,heartbreaker,Lucky Dragons,Dark Falcon,,,2009,fma/00_0335.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/heartbreaker,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,06_0447,Summer's Game,Jacco Gardner,"Live on WFMU's The Evan ""Funk"" Davies Show - March 27, 2013",,,2013,fma/06_0447.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/Jacco_Gardner/Live_on_WFMUs_The_Evan_Funk_Davies_Show_-_March_27_2013/Jacco_Gardner_-_03_-_Summers_Game,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,05_0365,Old Molly Hare,Howie Mitchell,Early 70s,,,2012,fma/05_0365.mp3,CC-BY 3.0,https://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/Howie_Mitchell/Early_70s/04_OldMollyHare,CC_BY,by,PROTECTED,True,True,True,True,False
FMA,05_0407,The Squelch,Phish Funk,Best Bytes Volume 1,,,2012,fma/05_0407.mp3,CC-BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Phish_Funk/Best_Bytes_Volume_1/13--Phish_Funk--The_Squelch,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
FMA,04_0176,Patate chaude,Alaclair Ensemble,Le roé c'est moé,,,2011,fma/04_0176.mp3,CC-BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,http://freemusicarchive.org/music/Alaclair_Ensemble/Le_ro_cest_mo/Alaclair_Ensemble_-_Le_ro_cest_mo_-_05_Patate_chaude,CC_BY_SA,by-sa,PROTECTED,True,True,True,True,False
FMA,01_0380,gospellioza,Katapulto,Purity and Danger,,,2009,fma/01_0380.mp3,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/6gospellioza,CC0,cc0,PUBLIC_DOMAIN,False,True,True,True,True
FMA,07_0330,Mushroom,Rod Hamilton,Teal,,,2013,fma/07_0330.mp3,CC-BY-ND 3.0,https://creativecommons.org/licenses/by-nd/3.0/,http://freemusicarchive.org/music/Rod_Hamilton/Teal/Rod_Hamilton_-_Teal_-_02_Mushroom,CC_BY_ND,by-nd,PROTECTED,True,True,False,True,False
FMA,06_0329,Culotte guitare,Nicolas Tic Tac,Téte de MO,,,2013,fma/06_0329.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Nicolas_Tic_Tac/Tte_de_MO/03_Culotte_guitare,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,06_0352,The Terror From Beyond!/ who traveled down highways of space and time,The Fucked Up Beat,Roswell Radio Cult,"Eddie Palmer, Brett Zehner",,2013,fma/06_0352.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/The_Fucked_Up_Beat/Roswell_Radio_Cult/The_Fucked_Up_Beat_-_Roswell_Radio_Cult_-_01_The_Terror_From_Beyond-_who_traveled_down_highways_of_space_and_time,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,07_0372,The Race Forever,Monroeville Music Center,Choose Your Own Adventure,,,2013,fma/07_0372.mp3,CC-BY 3.0,https://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/Monroeville_Music_Center/Choose_Your_Own_Adventure/The_Race_Forever,CC_BY,by,PROTECTED,True,True,True,True,False
FMA,05_0305,a kiss,Big City Orchestra,Trixxy Pixxy,,,2012,fma/05_0305.mp3,CC-BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Big_City_Orchestra/Trixxy_Pixxy/csr009-01-bco_a-kiss,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
FMA,04_0177,Fa' faire du loot,Alaclair Ensemble,Le roé c'est moé,,,2011,fma/04_0177.mp3,CC-BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,http://freemusicarchive.org/music/Alaclair_Ensemble/Le_ro_cest_mo/Alaclair_Ensemble_-_Le_ro_cest_mo_-_04_Fa_faire_du_loot,CC_BY_SA,by-sa,PROTECTED,True,True,True,True,False
FMA,02_0447,violins,File Under Toner,"This Is The End, Beautiful Friend",,,2010,fma/02_0447.mp3,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,http://freemusicarchive.org/music/File_Under_Toner/This_Is_The_End_Beautiful_Friend/hr061_B08_violins,CC0,cc0,PUBLIC_DOMAIN,False,True,True,True,True
FMA,07_0332,Zoey,Rod Hamilton,Teal,,,2013,fma/07_0332.mp3,CC-BY-ND 3.0,https://creativecommons.org/licenses/by-nd/3.0/,http://freemusicarchive.org/music/Rod_Hamilton/Teal/Rod_Hamilton_-_Teal_-_04_Zoey,CC_BY_ND,by-nd,PROTECTED,True,True,False,True,False
FMA,00_0239,I've Got a Love,Harvey Milk,"Harvey Milk Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",,,2008,fma/00_0239.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Harvey_Milk/Harvey_Milk_Live_WFMU_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Ive_Got_a_Love,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,05_0354,Christmas is for Faggots,The Hate Noise,Rap Trax 3,,,2012,fma/05_0354.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/The_Hate_Noise/Rap_Trax_3/13_Christmas_is_for_Faggots,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,06_0006,BACKSTRAP feat. puppyspazz,staRpauSe,Monorave Compo,,,2012,fma/06_0006.mp3,CC-BY 3.0,https://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/Starpause/Monorave_Compo/HEXAWE_-_MONORAVE_compo_-_10_BACKSTRAP_by_STARPAUSE_feat_puppyspazz,CC_BY,by,PROTECTED,True,True,True,True,False
FMA,07_0045,Illuminations,Lee Rosevere,Time-Lapse Volume 2: meditations,,,2013,fma/07_0045.mp3,CC-BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Lee_Rosevere/Time-Lapse_Volume_2_meditations/Lee_Rosevere_-_TimeLapseVol2_03_-_Illuminations,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
FMA,05_0107,Abraham Lincoln and Albert Einstein,Cullah,Pack -A- Clones (Evil),,,2012,fma/05_0107.mp3,CC-BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,http://freemusicarchive.org/music/MC_Cullah/A_Pack_-A-_Clones/06_-_Abraham_Lincoln_and_Albert_Einstein,CC_BY_SA,by-sa,PROTECTED,True,True,True,True,False
FMA,02_0458,pink remedy,File Under Toner,"This Is The End, Beautiful Friend",,,2010,fma/02_0458.mp3,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,http://freemusicarchive.org/music/File_Under_Toner/This_Is_The_End_Beautiful_Friend/hr061_C09_pink_remedy,CC0,cc0,PUBLIC_DOMAIN,False,True,True,True,True
FMA,06_0389,ITA Meda - Milano - Ambience Ext Italy Traffic Passing By Holcim,Emanuele Costantini,Phonography Compendium 2,,,2013,fma/06_0389.mp3,CC-BY-ND 3.0,https://creativecommons.org/licenses/by-nd/3.0/,http://freemusicarchive.org/music/Emanuele_Costantini/Phonography_Compendium_2/Emanuele_Costantini_-_Diario_Seveso_-_ITA_Meda_-_Milano_-_Ambience_Ext_Italy_Traffic_Passing_By_Holcim,CC_BY_ND,by-nd,PROTECTED,True,True,False,True,False
FMA,05_0443,Two Squared,Chris Cook,The Lemniscate,,,2012,fma/05_0443.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Chris_Cook/The_Lemniscate/Chris_Cook-Two_Squared,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,04_0296,What Kind of Music (vocals: Solo Banton/Leah Rosier),Corty,Corty Meets...,,,2011,fma/04_0296.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/Corty/Corty_Meets/06_-_Corty_-_What_Kind_Of_Music,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,04_0042,Tech Talk,Jason Shaw,"Audionautix: Tech, Urban, Dance",,,2011,fma/04_0042.mp3,CC-BY 3.0,https://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/Jason_Shaw/Audionautix_Tech_Urban_Dance/TU-TechTalk,CC_BY,by,PROTECTED,True,True,True,True,False
FMA,02_0304,your name is rain,Exteenager,split ep with Rappeur Qualité Prix,,,2010,fma/02_0304.mp3,CC-BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Exteenager/forthcoming_split_ep_with_Peter_Percept/your_name_is_rain_,CC_BY_NC,by-nc,PROTECTED,True,False,True,False,False
