source_dataset,source_track_id,title,artist,album,composer,duration,year,audio_path,license_title,license_url,source_url,license_type,license_code,copyright_status,attribution_required,commercial_use_allowed,modification_allowed,monetization_allowed,recording_public_domain
FMA,209,Safe Harbor,Ed Askew,Blue Piano,,,2008,fma/000209.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Blue_Piano/Safe_Harbor_1,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,210,In the French Court,Ed Askew,Blue Piano,,,2008,fma/000210.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Blue_Piano/In_the_French_Court,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,211,In America,Ed Askew,Blue Piano,,,2008,fma/000211.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Blue_Piano/In_America,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,212,When I Arive,Ed Askew,Blue Piano,,,2008,fma/000212.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Blue_Piano/When_I_Arive,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,213,Boute,Au,Au,Luke Wyland,,2008,fma/000213.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Au/Au/Boute,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,237,Garbage and (Garbage and Fire),Barnacled,6,,,2008,fma/000237.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/Barnacled/6/Garbage_and_Garbage_and_Fire,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,247,A New Map for Kissing,Bird Names,On Opaque Things,,,2008,fma/000247.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Bird_Names/On_Opaque_Things/A_New_Map_for_Kissing,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,249,The Indefinite Time Yet to Come,Bird Names,On Opaque Things,,,2008,fma/000249.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Bird_Names/On_Opaque_Things/The_Indefinite_Time_Yet_to_Come,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,255,We Want to be Old,Bird Names,On Opaque Things,,,2008,fma/000255.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Bird_Names/On_Opaque_Things/We_Want_to_be_Old,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,256,Toggle,Black Elk,Black Elk,,,2008,fma/000256.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Black_Elk/Black_Elk/Toggle,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,257,My Lil',Black Elk,Black Elk,,,2008,fma/000257.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Black_Elk/Black_Elk/My_Lil,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,258,Eyebone,Black Elk,Black Elk,,,2008,fma/000258.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Black_Elk/Black_Elk/Eyebone,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,341,Count Dracula's castle,Blah Blah Blah,30th Anniversary Blah Blah Blah,,,2008,fma/000341.mp3,CC-BY-NC-ND 2.0,https://creativecommons.org/licenses/by-nc-nd/2.0/,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Count_Draculas_castle,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,343,Cybernetics,Blah Blah Blah,30th Anniversary Blah Blah Blah,chris andrews,,2008,fma/000343.mp3,CC-BY-NC-ND 2.0,https://creativecommons.org/licenses/by-nc-nd/2.0/,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Cybernetics,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,352,In Arabia,Blah Blah Blah,30th Anniversary Blah Blah Blah,,,2008,fma/000352.mp3,CC-BY-NC-ND 2.0,https://creativecommons.org/licenses/by-nc-nd/2.0/,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/In_Arabia,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,368,Vampires,Blah Blah Blah,30th Anniversary Blah Blah Blah,,,2008,fma/000368.mp3,CC-BY-NC-ND 2.0,https://creativecommons.org/licenses/by-nc-nd/2.0/,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Vampires,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,369,Whistle while you work,Blah Blah Blah,30th Anniversary Blah Blah Blah,,,2008,fma/000369.mp3,CC-BY-NC-ND 2.0,https://creativecommons.org/licenses/by-nc-nd/2.0/,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Whistle_while_you_work,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,397,The Tides Of Land,Borful Tang,On the Back of a Dying Beast: Volume 1,Borful Tang,,2008,fma/000397.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Borful_Tang/On_the_Back_of_a_Dying_Beast_Volume_1/The_Tides_Of_Land_1,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,398,Borful Tang Loves Nomeansno,Borful Tang,Root,,,2008,fma/000398.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Borful_Tang/Root/Borful_Tang_Loves_Nomeansno,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,399,ELI,Borful Tang,Root,,,2008,fma/000399.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Borful_Tang/Root/ELI,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,400,Electronic Interlude VI,Borful Tang,On the Back of a Dying Beast: Volume 1,Borful Tang,,2008,fma/000400.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Borful_Tang/On_the_Back_of_a_Dying_Beast_Volume_1/Electronic_Interlude_VI,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,405,Majestic Shuffle,Borful Tang,Root,,,2008,fma/000405.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Borful_Tang/Root/Majestic_Shuffle,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,414,John And Mary - The Restaurant,Borful Tang,Root,Borful Tang,,2008,fma/000414.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Borful_Tang/Root/John_And_Mary_-_The_Restaurant,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,424,The Ambient Honky,Brian Joseph Davis,The Definitive Host,Brian Joseph Davis,,2008,fma/000424.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Brian_Joseph_Davis/The_Definitive_Host/The_Ambient_Honky,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,425,Track5,Brian Joseph Davis,Original Soundtrack: Work for 20 DVD Players,,,2008,fma/000425.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Brian_Joseph_Davis/Original_Soundtrack_Work_for_20_DVD_Players/Track5,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,458,Hunt Like Devil 4,CAVE,Hunt Like Devil EP,,,2008,fma/000458.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/CAVE/Hunt_Like_the_Devil_EP/Hunt_Like_Devil_4,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,459,Machines and Muscles,CAVE,Butthash,,,2008,fma/000459.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/CAVE/Butthash/Machines_and_Muscles,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,512,"""""",Celesteville,Lingua Ignota,,,2008,fma/000512.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Celesteville/Lingua_Ignota/__,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,534,I Can See You,Charles Manson,One Mind,,,2008,fma/000534.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Charles_Manson/One_Mind/I_Can_See_You,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,535,Angels Fear To Tread,Charles Manson,One Mind,,,2008,fma/000535.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Charles_Manson/One_Mind/Angels_Fear_To_Tread,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,536,Riding On Your Fears,Charles Manson,One Mind,,,2008,fma/000536.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Charles_Manson/One_Mind/Riding_On_Your_Fears,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,537,I Don't Need Water Sprinklers In The Desert,Charles Manson,One Mind,,,2008,fma/000537.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Charles_Manson/One_Mind/I_Dont_Need_Water_Sprinklers_In_The_Desert,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,540,The Black Pirate,Charles Manson,One Mind,,,2008,fma/000540.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Charles_Manson/One_Mind/The_Black_Pirate,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,546,If You Have No One,Charles Manson,One Mind,,,2008,fma/000546.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Charles_Manson/One_Mind/If_You_Have_No_One,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,550,Cello Duet No. 1,Chief Boima,Unreleased,,,2008,fma/000550.mp3,CC-BY-NC-ND 3.0,https://creativecommons.org/licenses/by-nc-nd/3.0/,http://freemusicarchive.org/music/Chief_Boima/12_Digi_-_Ironmilitis_Instrumentals/Cello_Duet_No_1,CC_BY_NC_ND,by-nc-nd,PROTECTED,True,False,False,False,False
FMA,564,The Sugar Society,Cinwaves,Cinwaves,,,2008,fma/000564.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Cinwaves/Cinwaves/The_Sugar_Society,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,573,When My Ship Comes In,Clockcleaner,Babylon Rules,Clockcleaner,,2008,fma/000573.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Clockcleaner/Babylon_Rules/When_My_Ship_Comes_In,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,574,Caliente Queen,Clockcleaner,Babylon Rules,Clockcleaner,,2008,fma/000574.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Clockcleaner/Babylon_Rules/Caliente_Queen,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,583,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,"WAR (If It Feels Good, Do It!)",,,2008,fma/000583.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/DJs_of_Mass_Destruction/WAR_If_It_Feels_Good_Do_It/WAR_If_It_Feels_Good_Do_It,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,584,Liberate The Children (Live),DJ's of Mass Destruction,"WAR (If It Feels Good, Do It!)",,,2008,fma/000584.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/DJs_of_Mass_Destruction/WAR_If_It_Feels_Good_Do_It/Liberate_The_Children_Live,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,585,Weapons? What Weapons of Mass Destruction? (Live),DJ's of Mass Destruction,"WAR (If It Feels Good, Do It!)",,,2008,fma/000585.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/DJs_of_Mass_Destruction/WAR_If_It_Feels_Good_Do_It/Weapons_What_Weapons_of_Mass_Destruction_Live,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,590,Stuck,Delta Dreambox,Finally Here,,,2008,fma/000590.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Delta_Dreambox/Finally_Here/Stuck,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,591,Without A Sound,Delta Dreambox,Finally Here,,,2008,fma/000591.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Delta_Dreambox/Finally_Here/Without_A_Sound,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,592,Song X,Delta Dreambox,Finally Here,,,2008,fma/000592.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Delta_Dreambox/Finally_Here/Song_X,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,593,Finally Here,Delta Dreambox,Finally Here,,,2008,fma/000593.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Delta_Dreambox/Finally_Here/Finally_Here,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,602,Disappearing,Dora Bleu,Clones of Eros,,,2008,fma/000602.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Dora_Bleu/Clones_of_Eros/Disappearing,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,603,Lover of Nightmares,Dora Bleu,Clones of Eros,Dorothy Geller,,2008,fma/000603.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Dora_Bleu/Clones_of_Eros/Lover_of_Nightmares,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,605,I Was So Bored I Wanted To Hang Myself On The Dancefloor,Double Dagger,Double Dagger,,,2008,fma/000605.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Double_Dagger/Double_Dagger/I_Was_So_Bored_I_Wanted_To_Hang_Myself_On_The_Dancefloor_1,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,608,Punk Rock vs. Swiss Modernism,Double Dagger,Double Dagger,,,2008,fma/000608.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Double_Dagger/Double_Dagger/Punk_Rock_vs_Swiss_Modernism,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,615,"Immaterial, side A",EKG,Immaterial,Kyle Bruckmann and Ernst Karel,,2008,fma/000615.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/EKG/Immaterial/Immaterial_side_A,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,619,Pebble Beach,Ed Askew,Viridian City,Ed Askew,,2008,fma/000619.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Viridian_City/Pebble_Beach,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,620,Arabesque,Ed Askew,Viridian City,Ed Askew,,2008,fma/000620.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Viridian_City/Arabesque,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,621,Blue Eyed Baby,Ed Askew,Rainy Day Song,,,2008,fma/000621.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Rainy_Day_Song/Blue_Eyed_Baby,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,625,Climbing To The Top,Ed Askew,Rainy Day Song,,,2008,fma/000625.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Rainy_Day_Song/Climbing_To_The_Top,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,629,Dancing On Water,Ed Askew,Viridian City,Ed Askew,,2008,fma/000629.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Viridian_City/Dancing_On_Water,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,631,Buddha Smiles,Ed Askew,Viridian City,Ed Askew,,2008,fma/000631.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ed_Askew/Viridian_City/Buddha_Smiles,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,633,Indian Giver,El Jesus De Magico,"Funeral Home Session 7""",El Jesus De Mágico,,2008,fma/000633.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/El_Jesus_De_Magico/Funeral_Home_Session_7/Indian_Giver,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
FMA,635,Xmas at Wounded Knee,El Jesus De Magico,"Funeral Home Session 7""",El Jesus De Mágico,,2008,fma/000635.mp3,CC-BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/El_Jesus_De_Magico/Funeral_Home_Session_7/Xmas_at_Wounded_Knee,CC_BY_NC_SA,by-nc-sa,PROTECTED,True,False,True,False,False
